,index,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
1081,1144,Oregon,7107.655397,No,Basic,Bachelor,2011-02-24,Unemployed,F,0.0,Suburban,Married,61,2,15,0,2,Personal Auto,Personal L2,Offer1,Agent,541.561209,Four-Door Car,Medsize
1082,1145,Oregon,4735.184474,No,Extended,High School or Below,2011-01-25,Unemployed,F,0.0,Suburban,Single,134,22,68,0,1,Personal Auto,Personal L3,Offer3,Agent,964.8,SUV,Medsize
1083,1146,Arizona,6874.326693,No,Extended,College,2011-01-04,Employed,M,22093.0,Suburban,Divorced,87,15,8,0,9,Corporate Auto,Corporate L3,Offer4,Branch,616.749885,Two-Door Car,Medsize
1084,1147,Arizona,2411.256575,No,Basic,College,2011-02-23,Employed,M,54483.0,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize
1085,1148,Arizona,2416.542359,No,Basic,College,2011-02-06,Medical Leave,F,18944.0,Rural,Married,63,20,64,0,1,Personal Auto,Personal L3,Offer4,Call Center,125.274351,Four-Door Car,Medsize
1086,1150,Arizona,4692.165155,No,Basic,College,2011-02-13,Unemployed,M,0.0,Rural,Married,64,20,13,0,4,Personal Auto,Personal L3,Offer2,Agent,137.169296,Four-Door Car,Medsize
1087,1151,California,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147.0,Suburban,Single,101,7,54,0,1,Corporate Auto,Corporate L1,Offer1,Agent,694.598288,SUV,Medsize
1088,1152,Nevada,2665.222511,No,Basic,High School or Below,2011-01-09,Medical Leave,M,14315.0,Suburban,Married,71,33,16,0,1,Personal Auto,Personal L1,Offer2,Branch,511.2,Four-Door Car,Medsize
1089,1153,Arizona,7666.520438,No,Extended,Master,2011-01-12,Employed,F,87864.0,Urban,Married,94,19,42,0,8,Personal Auto,Personal L3,Offer2,Agent,421.456547,Two-Door Car,Medsize
1090,1154,California,16675.89616,No,Extended,High School or Below,2011-01-27,Employed,M,57844.0,Suburban,Married,85,16,31,1,2,Personal Auto,Personal L3,Offer3,Branch,408.0,Four-Door Car,Small
1091,1155,Oregon,4550.856045,No,Premium,High School or Below,2011-02-08,Disabled,F,17913.0,Suburban,Married,116,0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small
1092,1156,Arizona,11763.93565,No,Extended,High School or Below,2011-02-03,Employed,F,28806.0,Suburban,Married,99,35,75,0,2,Special Auto,Special L3,Offer2,Call Center,475.2,Four-Door Car,Medsize
1093,1157,California,13742.53724,No,Premium,High School or Below,2011-01-03,Employed,M,90343.0,Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,Medsize
1094,1158,Oregon,16138.41628,No,Basic,Master,2011-02-05,Employed,F,79041.0,Rural,Married,199,14,48,0,3,Personal Auto,Personal L3,Offer2,Branch,419.26062,Luxury SUV,Small
1095,1159,Washington,8819.018934,Yes,Basic,High School or Below,2011-01-10,Employed,M,99845.0,Suburban,Married,110,23,25,1,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize
1096,1160,California,6673.737677,No,Premium,College,2011-01-15,Employed,M,85019.0,Suburban,Married,167,26,92,0,1,Personal Auto,Personal L3,Offer2,Agent,801.6,Sports Car,Medsize
1097,1161,California,7782.126848,No,Basic,High School or Below,2011-02-14,Employed,F,70059.0,Rural,Married,194,1,97,0,1,Personal Auto,Personal L3,Offer2,Agent,253.740993,Luxury SUV,Medsize
1098,1162,California,19393.21145,No,Premium,College,2011-01-28,Employed,F,70503.0,Rural,Divorced,164,11,11,1,2,Corporate Auto,Corporate L3,Offer1,Agent,41.05291,SUV,Medsize
1099,1163,California,3974.13815,No,Basic,Bachelor,2011-01-10,Unemployed,M,0.0,Suburban,Single,117,9,78,0,1,Personal Auto,Personal L3,Offer2,Agent,561.6,SUV,Medsize
1100,1164,Oregon,4105.580991,No,Basic,Bachelor,2011-02-26,Employed,M,39492.0,Suburban,Married,105,20,81,0,1,Personal Auto,Personal L3,Offer2,Agent,756.0,SUV,Medsize
1101,1165,Arizona,2308.472055,No,Basic,College,2011-02-23,Unemployed,M,0.0,Suburban,Single,68,9,34,0,1,Corporate Auto,Corporate L3,Offer2,Web,489.6,Four-Door Car,Medsize
1102,1166,Arizona,5372.914477,No,Basic,Bachelor,2011-02-22,Employed,M,50405.0,Rural,Divorced,70,6,21,1,9,Personal Auto,Personal L2,Offer3,Call Center,7.069583,Four-Door Car,Medsize
1103,1167,Oregon,5508.315536,No,Basic,Doctor,2011-02-04,Employed,F,96021.0,Urban,Married,68,5,30,0,5,Personal Auto,Personal L1,Offer3,Branch,315.004602,Two-Door Car,Medsize
1104,1168,Oregon,2398.333185,No,Basic,High School or Below,2011-02-24,Unemployed,M,0.0,Suburban,Married,65,26,97,0,1,Personal Auto,Personal L3,Offer1,Agent,422.947888,Two-Door Car,Medsize
1105,1169,California,3728.83013,No,Premium,High School or Below,2011-02-20,Unemployed,M,0.0,Suburban,Single,105,13,22,0,1,Personal Auto,Personal L3,Offer1,Web,756.0,Four-Door Car,Medsize
1106,1170,Oregon,2758.498582,No,Basic,College,2011-02-27,Employed,M,65794.0,Urban,Married,69,10,14,1,1,Personal Auto,Personal L1,Offer1,Branch,277.27294,Four-Door Car,Medsize
1107,1171,Oregon,3703.930261,No,Extended,Bachelor,2011-02-05,Employed,M,21975.0,Suburban,Divorced,95,28,63,0,1,Corporate Auto,Corporate L1,Offer4,Agent,456.0,Four-Door Car,Large
1108,1172,California,9372.843639,No,Extended,High School or Below,2011-02-22,Unemployed,M,0.0,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Medsize
1109,1173,Oregon,4991.584471,No,Extended,Bachelor,2011-02-10,Employed,F,56649.0,Suburban,Married,125,12,8,0,1,Special Auto,Special L2,Offer1,Branch,780.090361,SUV,Large
1110,1175,California,2759.978287,Yes,Basic,Bachelor,2011-01-03,Employed,M,92296.0,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L1,Offer2,Agent,331.2,Two-Door Car,Medsize
1111,1176,Oregon,7993.003997,No,Premium,Bachelor,2011-01-03,Employed,F,39448.0,Rural,Married,103,10,14,3,5,Personal Auto,Personal L1,Offer3,Web,66.020788,Four-Door Car,Medsize
1112,1177,California,5235.573528,No,Extended,Bachelor,2011-02-21,Employed,F,71794.0,Urban,Married,131,19,48,0,1,Personal Auto,Personal L3,Offer2,Web,457.471225,SUV,Medsize
1113,1178,California,2633.011837,No,Basic,High School or Below,2011-01-01,Retired,F,21861.0,Suburban,Married,69,3,11,0,1,Personal Auto,Personal L3,Offer2,Agent,348.278032,Four-Door Car,Medsize
1114,1179,Oregon,2764.802284,No,Basic,College,2011-02-19,Employed,F,31591.0,Urban,Married,72,17,65,4,1,Corporate Auto,Corporate L1,Offer3,Branch,240.241499,Four-Door Car,Medsize
1115,1180,Arizona,8084.846371,No,Basic,Bachelor,2011-01-25,Employed,F,60662.0,Suburban,Divorced,68,10,38,0,2,Special Auto,Special L1,Offer2,Web,326.4,Two-Door Car,Medsize
1116,1181,California,2685.177658,No,Basic,College,2011-01-29,Retired,F,20608.0,Suburban,Divorced,73,10,24,0,1,Personal Auto,Personal L2,Offer3,Branch,350.4,Four-Door Car,Small
1117,1182,California,12208.12004,No,Basic,Master,2011-02-27,Employed,F,21331.0,Urban,Divorced,103,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,419.062661,SUV,Large
1118,1183,Arizona,20090.43865,No,Basic,College,2011-01-11,Unemployed,F,0.0,Urban,Single,66,16,19,1,2,Corporate Auto,Corporate L3,Offer1,Agent,252.149798,Four-Door Car,Medsize
1119,1185,Oregon,2491.317024,Yes,Basic,Doctor,2011-01-29,Employed,M,36631.0,Rural,Divorced,62,30,77,0,1,Corporate Auto,Corporate L1,Offer1,Agent,67.530904,Four-Door Car,Large
1120,1186,California,6314.596813,No,Extended,High School or Below,2011-01-02,Unemployed,M,0.0,Suburban,Married,87,15,46,0,6,Personal Auto,Personal L2,Offer2,Web,417.6,Four-Door Car,Medsize
1121,1187,Oregon,16229.64891,No,Extended,College,2011-02-12,Employed,M,26030.0,Suburban,Married,139,25,29,1,2,Corporate Auto,Corporate L3,Offer2,Call Center,667.2,Sports Car,Medsize
1122,1188,Nevada,5161.789881,No,Basic,College,2011-02-10,Unemployed,M,0.0,Suburban,Married,70,6,24,0,6,Personal Auto,Personal L3,Offer1,Web,469.491537,Four-Door Car,Medsize
1123,1189,Nevada,3982.266087,No,Basic,Bachelor,2011-01-05,Unemployed,M,0.0,Suburban,Divorced,113,14,77,0,1,Personal Auto,Personal L3,Offer3,Branch,542.4,SUV,Medsize
1124,1190,Arizona,13473.18567,No,Basic,Bachelor,2011-02-16,Employed,M,25302.0,Suburban,Married,70,13,16,1,2,Personal Auto,Personal L1,Offer2,Branch,336.0,Four-Door Car,Medsize
1125,1191,Washington,6921.973993,No,Extended,College,2011-02-04,Medical Leave,F,16483.0,Urban,Married,90,14,68,0,9,Corporate Auto,Corporate L2,Offer3,Web,320.519977,Two-Door Car,Medsize
1126,1192,Oregon,8276.44416,No,Extended,High School or Below,2011-02-18,Unemployed,M,0.0,Suburban,Single,82,29,92,0,2,Personal Auto,Personal L2,Offer3,Branch,590.4,Four-Door Car,Medsize
1127,1193,Arizona,14349.85991,No,Premium,Bachelor,2011-02-05,Employed,M,73222.0,Urban,Married,180,24,43,0,3,Personal Auto,Personal L1,Offer1,Call Center,821.51673,SUV,Large
1128,1194,California,5878.199296,No,Basic,College,2011-01-15,Employed,F,22061.0,Suburban,Married,74,25,25,0,8,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize
1129,1195,Arizona,2666.05454,No,Basic,High School or Below,2011-01-21,Employed,F,86321.0,Suburban,Married,66,7,25,0,1,Personal Auto,Personal L1,Offer3,Call Center,316.8,Four-Door Car,Medsize
1130,1196,Oregon,5345.680998,No,Basic,Bachelor,2011-02-16,Employed,M,54668.0,Suburban,Married,68,3,41,1,6,Personal Auto,Personal L3,Offer1,Call Center,326.4,Four-Door Car,Medsize
1131,1197,Arizona,4777.121596,No,Basic,High School or Below,2011-01-21,Unemployed,F,0.0,Suburban,Married,62,15,80,0,3,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize
1132,1198,California,16973.74021,No,Premium,High School or Below,2011-02-07,Employed,M,69497.0,Rural,Married,142,30,31,0,2,Personal Auto,Personal L3,Offer4,Agent,92.286763,SUV,Medsize
1133,1199,Oregon,2518.112127,No,Basic,High School or Below,2011-01-08,Employed,M,86617.0,Urban,Single,63,9,10,0,1,Personal Auto,Personal L3,Offer3,Agent,188.325603,Four-Door Car,Medsize
1134,1201,Washington,6273.173441,No,Extended,College,2011-01-05,Employed,F,20836.0,Rural,Married,79,25,2,0,9,Corporate Auto,Corporate L3,Offer1,Branch,193.57032,Four-Door Car,Medsize
1135,1202,Oregon,3964.81296,No,Extended,Bachelor,2011-01-30,Employed,M,88410.0,Suburban,Single,99,30,31,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,475.2,Four-Door Car,Medsize
1136,1203,California,4911.773088,No,Basic,Bachelor,2011-01-09,Unemployed,F,0.0,Suburban,Single,69,26,33,0,9,Personal Auto,Personal L2,Offer4,Agent,496.8,Four-Door Car,Medsize
1137,1204,Oregon,7805.31287,Yes,Basic,College,2011-01-27,Retired,F,21073.0,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small
1138,1205,Arizona,7200.664877,Yes,Basic,College,2011-01-26,Unemployed,F,0.0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize
1139,1206,Oregon,5389.499465,Yes,Extended,College,2011-01-07,Employed,M,66429.0,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,57.712985,Sports Car,Medsize
1140,1207,California,3241.314176,No,Extended,Doctor,2011-01-20,Employed,F,66889.0,Urban,Married,80,6,16,0,1,Personal Auto,Personal L1,Offer2,Call Center,294.319428,Four-Door Car,Small
1141,1208,California,5528.212807,Yes,Basic,Bachelor,2011-01-19,Employed,M,36088.0,Suburban,Single,72,16,31,0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize
1142,1209,Washington,7173.909404,No,Basic,Bachelor,2011-02-15,Employed,M,75217.0,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,Medsize
1143,1210,Arizona,7076.653181,No,Basic,Bachelor,2011-02-20,Unemployed,M,0.0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Large
1144,1211,California,3700.385003,No,Extended,College,2011-02-17,Retired,F,17557.0,Suburban,Married,96,6,5,0,1,Personal Auto,Personal L2,Offer4,Web,666.724937,Four-Door Car,Medsize
1145,1212,California,5328.835851,No,Basic,College,2011-01-30,Employed,F,81064.0,Rural,Single,70,20,4,4,3,Personal Auto,Personal L3,Offer1,Agent,42.238585,Two-Door Car,Large
1146,1213,Nevada,4838.877084,No,Basic,High School or Below,2011-02-12,Unemployed,F,0.0,Suburban,Single,66,2,45,0,5,Personal Auto,Personal L3,Offer2,Branch,700.331425,Four-Door Car,Small
1147,1214,Washington,10700.4952,No,Extended,Bachelor,2011-02-24,Employed,F,75313.0,Suburban,Married,89,16,64,1,2,Personal Auto,Personal L1,Offer1,Web,527.139074,Four-Door Car,Medsize
1148,1215,California,7879.928952,No,Extended,Doctor,2011-01-10,Employed,F,45703.0,Suburban,Married,98,17,36,0,9,Personal Auto,Personal L1,Offer4,Agent,470.4,Two-Door Car,Small
1149,1216,California,7869.432384,No,Basic,Bachelor,2011-02-17,Employed,F,40036.0,Rural,Married,65,2,85,0,2,Personal Auto,Personal L3,Offer1,Agent,48.828732,Four-Door Car,Medsize
1150,1217,California,2586.807171,No,Basic,Bachelor,2011-02-25,Unemployed,M,0.0,Urban,Married,71,23,84,0,1,Personal Auto,Personal L3,Offer2,Branch,191.640085,Four-Door Car,Medsize
1151,1218,Arizona,7286.789075,No,Basic,High School or Below,2011-02-13,Employed,M,65870.0,Urban,Married,61,21,40,1,2,Personal Auto,Personal L2,Offer2,Branch,202.847644,Four-Door Car,Large
1152,1219,California,11797.99211,No,Basic,Bachelor,2011-02-21,Employed,F,91469.0,Urban,Single,100,11,89,2,2,Personal Auto,Personal L1,Offer1,Agent,418.864555,SUV,Small
1153,1220,California,9386.753031,No,Basic,High School or Below,2011-02-11,Employed,M,42090.0,Rural,Married,119,0,61,0,3,Corporate Auto,Corporate L3,Offer1,Branch,203.352239,SUV,Medsize
1154,1221,Oregon,6308.922374,No,Extended,Doctor,2011-02-05,Employed,F,21368.0,Rural,Married,79,7,2,0,6,Corporate Auto,Corporate L3,Offer2,Call Center,4.61262,Four-Door Car,Medsize
1155,1222,Washington,17484.53438,No,Basic,Bachelor,2011-01-16,Employed,F,78362.0,Suburban,Divorced,73,16,66,0,2,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Small
1156,1223,Oregon,15428.01044,No,Extended,Bachelor,2011-02-09,Employed,F,33879.0,Suburban,Married,98,16,82,0,2,Corporate Auto,Corporate L3,Offer1,Branch,470.4,Two-Door Car,Small
1157,1224,Arizona,5630.793,No,Basic,High School or Below,2011-01-24,Employed,M,72874.0,Suburban,Married,70,26,31,0,6,Special Auto,Special L3,Offer3,Branch,336.0,Four-Door Car,Small
1158,1225,California,18131.18874,No,Extended,High School or Below,2011-01-28,Unemployed,M,0.0,Suburban,Single,82,29,23,1,2,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Large
1159,1226,California,8087.219475,No,Premium,Bachelor,2011-02-06,Unemployed,F,0.0,Suburban,Married,110,9,23,0,6,Personal Auto,Personal L1,Offer1,Web,550.825934,Two-Door Car,Medsize
1160,1227,Arizona,18453.57629,No,Basic,College,2011-01-13,Employed,M,72215.0,Urban,Married,66,22,23,0,2,Personal Auto,Personal L3,Offer2,Web,247.911872,Four-Door Car,Medsize
1161,1228,California,5217.513287,Yes,Basic,Bachelor,2011-02-17,Employed,F,39854.0,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L2,Offer2,Web,261.930545,Two-Door Car,Medsize
1162,1229,Oregon,4835.783179,No,Basic,College,2011-01-29,Employed,M,36655.0,Suburban,Married,61,15,81,0,9,Personal Auto,Personal L3,Offer1,Web,295.223164,Four-Door Car,Small
1163,1230,Oregon,5597.12496,Yes,Extended,High School or Below,2011-01-27,Employed,F,37995.0,Suburban,Married,139,16,50,0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize
1164,1231,California,8920.463999,No,Premium,High School or Below,2011-01-21,Employed,F,40867.0,Suburban,Married,112,21,98,0,7,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Two-Door Car,Large
1165,1232,Oregon,5995.411008,No,Extended,Bachelor,2011-01-23,Medical Leave,F,28804.0,Rural,Married,78,6,84,0,3,Personal Auto,Personal L3,Offer1,Web,76.025368,Two-Door Car,Large
1166,1234,California,8382.630118,Yes,Basic,High School or Below,2011-02-04,Retired,M,19683.0,Suburban,Married,117,17,41,1,9,Personal Auto,Personal L3,Offer1,Web,561.6,Sports Car,Medsize
1167,1235,Washington,13372.02426,No,Premium,High School or Below,2011-02-25,Employed,F,88706.0,Suburban,Married,110,14,72,1,2,Corporate Auto,Corporate L3,Offer3,Branch,528.0,Two-Door Car,Small
1168,1236,Washington,8972.140307,No,Basic,Bachelor,2011-01-27,Employed,M,89689.0,Rural,Divorced,74,14,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large
1169,1237,California,5405.518391,No,Basic,High School or Below,2011-02-24,Employed,F,67241.0,Rural,Married,68,22,6,1,9,Personal Auto,Personal L3,Offer2,Call Center,5.674809,Two-Door Car,Medsize
1170,1238,California,9352.478998,No,Extended,High School or Below,2011-01-10,Employed,M,75436.0,Rural,Married,78,10,20,0,2,Personal Auto,Personal L2,Offer2,Agent,9.747443,Four-Door Car,Medsize
1171,1239,Arizona,4339.871053,No,Basic,College,2011-01-02,Employed,F,91761.0,Suburban,Married,109,33,20,2,1,Personal Auto,Personal L1,Offer3,Branch,779.052276,SUV,Medsize
1172,1240,California,17723.76398,No,Extended,College,2011-02-18,Employed,F,25771.0,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize
1173,1241,Oregon,7507.455372,Yes,Basic,College,2011-02-06,Employed,M,60920.0,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,Medsize
1174,1242,Washington,8029.393076,No,Premium,High School or Below,2011-01-16,Employed,F,96869.0,Suburban,Single,101,25,97,0,3,Personal Auto,Personal L3,Offer2,Agent,628.498605,Four-Door Car,Medsize
1175,1243,Washington,2831.587689,No,Extended,College,2011-02-13,Retired,M,17752.0,Suburban,Married,77,26,87,0,1,Personal Auto,Personal L3,Offer3,Agent,369.6,Four-Door Car,Medsize
1176,1244,Arizona,10080.37031,No,Extended,College,2011-02-12,Employed,M,60944.0,Urban,Married,130,10,38,2,4,Personal Auto,Personal L3,Offer2,Web,623.505066,SUV,Medsize
1177,1245,California,6503.397049,Yes,Extended,High School or Below,2011-02-19,Disabled,F,22081.0,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L2,Offer1,Agent,451.670309,Two-Door Car,Small
1178,1246,Washington,3331.445625,No,Extended,College,2011-02-20,Employed,M,73695.0,Suburban,Married,84,28,84,0,1,Personal Auto,Personal L3,Offer3,Call Center,403.2,Four-Door Car,Medsize
1179,1247,California,4620.390087,No,Extended,College,2011-02-26,Unemployed,F,0.0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize
1180,1248,Arizona,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697.0,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize
1181,1249,Oregon,6494.243995,No,Extended,College,2011-01-26,Medical Leave,F,15300.0,Suburban,Married,85,17,16,0,9,Personal Auto,Personal L2,Offer3,Call Center,408.0,Four-Door Car,Small
1182,1250,Washington,9657.579498,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,0.0,Suburban,Married,131,34,61,0,9,Corporate Auto,Corporate L1,Offer1,Agent,628.8,SUV,Medsize
1183,1251,Nevada,4904.894731,Yes,Extended,College,2011-02-14,Retired,F,12902.0,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L1,Offer1,Agent,667.2,Sports Car,Medsize
1184,1252,Arizona,4802.477033,No,Basic,High School or Below,2011-01-06,Employed,M,29809.0,Suburban,Married,61,13,17,0,9,Personal Auto,Personal L3,Offer2,Call Center,365.312072,Four-Door Car,Medsize
1185,1253,Nevada,7955.774758,No,Basic,High School or Below,2011-01-27,Unemployed,M,0.0,Suburban,Married,74,17,27,0,2,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize
1186,1254,Oregon,6941.900812,No,Extended,High School or Below,2011-01-08,Unemployed,M,0.0,Suburban,Married,96,21,18,0,3,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Small
1187,1255,Oregon,8382.478392,Yes,Basic,Bachelor,2011-01-27,Employed,M,25998.0,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,Medsize
1188,1256,Oregon,3536.431774,No,Extended,Doctor,2011-02-27,Employed,F,28248.0,Suburban,Single,90,25,89,0,1,Personal Auto,Personal L3,Offer2,Branch,634.385937,Four-Door Car,Small
1189,1257,California,3244.816567,No,Extended,College,2011-01-27,Employed,F,68103.0,Urban,Divorced,82,28,91,0,1,Personal Auto,Personal L2,Offer2,Branch,277.795988,Two-Door Car,Medsize
1190,1258,California,7611.212764,No,Premium,High School or Below,2011-01-13,Unemployed,F,0.0,Suburban,Single,103,33,54,0,3,Special Auto,Special L2,Offer1,Agent,741.6,Four-Door Car,Medsize
1191,1259,Oregon,4505.398267,No,Basic,Doctor,2011-02-23,Employed,F,81079.0,Rural,Married,111,11,5,0,1,Special Auto,Special L3,Offer2,Web,134.222332,SUV,Medsize
1192,1260,Nevada,2445.844833,No,Basic,Master,2011-01-14,Disabled,F,22732.0,Rural,Married,62,31,35,0,1,Personal Auto,Personal L1,Offer3,Branch,15.616535,Four-Door Car,Medsize
1193,1261,Nevada,16477.76843,No,Basic,High School or Below,2011-02-26,Employed,F,49825.0,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Offer3,Agent,336.0,Two-Door Car,Medsize
1194,1262,Oregon,3546.400212,No,Basic,College,2011-01-09,Unemployed,F,0.0,Suburban,Single,103,11,92,0,1,Personal Auto,Personal L3,Offer3,Branch,621.959357,SUV,Small
1195,1263,Nevada,4277.27009,No,Basic,High School or Below,2011-02-09,Employed,M,77265.0,Suburban,Married,107,23,9,0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,SUV,Small
1196,1264,California,4784.773547,No,Basic,High School or Below,2011-02-23,Unemployed,M,0.0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medsize
1197,1265,California,7572.237727,No,Premium,College,2011-02-02,Disabled,M,12876.0,Urban,Married,107,8,90,2,3,Corporate Auto,Corporate L3,Offer1,Call Center,425.964628,Four-Door Car,Large
1198,1266,Arizona,11760.87637,No,Extended,Bachelor,2011-02-21,Employed,M,36431.0,Suburban,Married,99,27,59,0,2,Personal Auto,Personal L1,Offer1,Agent,513.252488,Two-Door Car,Small
1199,1267,Oregon,3933.813993,Yes,Basic,High School or Below,2011-01-23,Employed,M,25927.0,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L1,Offer2,Web,674.973614,SUV,Medsize
1200,1268,Nevada,5700.761833,No,Basic,Bachelor,2011-02-19,Employed,F,26811.0,Suburban,Married,72,22,82,0,3,Personal Auto,Personal L3,Offer4,Agent,465.763576,Two-Door Car,Medsize
1201,1269,Oregon,3498.634784,No,Extended,High School or Below,2011-01-02,Employed,F,41711.0,Urban,Single,90,3,89,0,1,Personal Auto,Personal L2,Offer1,Agent,351.286604,Four-Door Car,Medsize
1202,1270,Arizona,5768.091295,No,Basic,College,2011-01-01,Employed,F,35091.0,Suburban,Divorced,74,27,19,0,9,Corporate Auto,Corporate L1,Offer1,Branch,418.927204,Two-Door Car,Medsize
1203,1271,Arizona,6361.954003,No,Extended,Bachelor,2011-01-12,Unemployed,F,0.0,Suburban,Married,87,17,33,0,3,Corporate Auto,Corporate L1,Offer4,Agent,417.6,Four-Door Car,Medsize
1204,1272,Oregon,6503.397049,Yes,Extended,High School or Below,2011-02-19,Disabled,F,22081.0,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,Small
1205,1273,Washington,6832.111972,No,Extended,Bachelor,2011-01-26,Unemployed,F,0.0,Suburban,Married,93,7,90,1,5,Personal Auto,Personal L3,Offer1,Agent,446.4,Four-Door Car,Small
1206,1274,Oregon,5785.223477,No,Basic,College,2011-01-24,Employed,M,31320.0,Urban,Married,72,30,95,0,5,Personal Auto,Personal L3,Offer1,Branch,293.86579,Four-Door Car,Medsize
1207,1275,Oregon,5619.689084,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,0.0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L3,Offer2,Web,1027.000029,SUV,Medsize
1208,1276,Oregon,2599.2896,No,Basic,Doctor,2011-02-01,Employed,M,33947.0,Urban,Married,66,10,48,1,1,Personal Auto,Personal L3,Offer2,Web,192.213037,Four-Door Car,Medsize
1209,1277,California,6732.970948,No,Basic,High School or Below,2011-01-28,Unemployed,F,0.0,Suburban,Single,62,10,31,0,2,Personal Auto,Personal L3,Offer2,Agent,446.4,Two-Door Car,Medsize
1210,1278,California,18321.86647,No,Basic,College,2011-01-03,Employed,F,21189.0,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Two-Door Car,Medsize
1211,1279,Washington,9102.902307,No,Premium,Doctor,2011-02-22,Employed,M,73759.0,Suburban,Married,114,2,25,3,6,Personal Auto,Personal L3,Offer1,Agent,547.2,Four-Door Car,Small
1212,1280,Oregon,4002.857594,No,Basic,High School or Below,2011-01-31,Unemployed,M,0.0,Suburban,Single,114,3,93,0,1,Personal Auto,Personal L2,Offer3,Call Center,820.8,SUV,Medsize
1213,1281,Oregon,8620.997439,No,Premium,Bachelor,2011-02-24,Employed,F,44988.0,Suburban,Married,108,30,57,0,3,Corporate Auto,Corporate L2,Offer1,Web,518.4,Two-Door Car,Medsize
1214,1282,Oregon,10388.986,No,Extended,College,2011-01-10,Employed,F,33432.0,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,Medsize
1215,1283,Oregon,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503.0,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize
1216,1284,California,7007.274228,No,Basic,Bachelor,2011-02-07,Unemployed,M,0.0,Suburban,Single,101,12,12,0,6,Corporate Auto,Corporate L3,Offer2,Branch,973.787176,SUV,Medsize
